well,z,channel,focus_laplacian_var,focus_normalized_var
B05,10,CONC,8083.28076171875,181.05490358959543
B05,10,HOECHST,4844.0771484375,139.44440909735263
B05,10,MITO,87238.109375,3643.25751232217
B05,10,PHAandWGA,33229.3125,1288.3883048308135
B05,10,SYTO,22548.1328125,791.0350640458823
B05,11,CONC,8208.8359375,176.44377191666527
B05,11,HOECHST,4878.22607421875,134.1614778918426
B05,11,MITO,88946.84375,3572.800694115232
B05,11,PHAandWGA,34068.421875,1264.0220665693305
B05,11,SYTO,22933.890625,764.6257523140591
B05,12,CONC,8284.93359375,171.08063664089246
B05,12,HOECHST,4983.55859375,129.89152710561638
B05,12,MITO,89670.46875,3488.8112893475036
B05,12,PHAandWGA,34565.60546875,1234.8318428687066
B05,12,SYTO,23114.482421875,738.4980307579767
B05,13,CONC,8384.44140625,165.75011643818726
B05,13,HOECHST,5056.685546875,125.52114778481328
B05,13,MITO,90876.890625,3383.308696936859
B05,13,PHAandWGA,34538.296875,1202.1674311942213
B05,13,SYTO,23006.109375,707.7612525226556
B05,14,CONC,8504.87109375,160.25140946387648
B05,14,HOECHST,5134.8759765625,121.53261632220457
B05,14,MITO,92163.8984375,3275.150132971649
B05,14,PHAandWGA,35633.5,1164.8127551686482
B05,14,SYTO,23283.4765625,679.4422841097405
B05,15,CONC,8684.6103515625,154.62882698664885
B05,15,HOECHST,5216.0625,117.0411053877572
B05,15,MITO,93057.0390625,3138.9314394044964
B05,15,PHAandWGA,35442.4921875,1125.7680076683696
B05,15,SYTO,23403.35546875,647.5777737083589
B06,0,CONC,5846.119140625,109.80464605979348
B06,0,HOECHST,3102.4912109375,66.43055142003546
B06,0,MITO,73277.0703125,2383.100518655786
B06,0,PHAandWGA,22614.34765625,782.3589397093916
B06,0,SYTO,12319.630859375,471.9165212499741
B06,1,CONC,6131.2314453125,127.39037912916649
B06,1,HOECHST,3258.01611328125,75.30427987119349
B06,1,MITO,74676.203125,2590.8914818663466
B06,1,PHAandWGA,23369.603515625,865.7754024353239
B06,1,SYTO,13630.763671875,540.2048420354657
B06,2,CONC,6529.3115234375,151.64088346942398
B06,2,HOECHST,3425.03466796875,86.98962534680183
B06,2,MITO,78411.390625,2877.0668963888224
B06,2,PHAandWGA,24856.0,977.519795529108
B06,2,SYTO,15329.8505859375,635.8675003447507
B06,3,CONC,6957.43115234375,172.16944491251806
B06,3,HOECHST,3634.06640625,98.79232393473221
B06,3,MITO,80995.40625,3104.9320430852604
B06,3,PHAandWGA,26264.314453125,1072.847572626741
B06,3,SYTO,16668.275390625,720.9334963435687
B06,4,CONC,7228.087890625,177.54877507970645
B06,4,HOECHST,3776.64013671875,105.45345552923631
B06,4,MITO,83167.15625,3200.3966228833833
B06,4,PHAandWGA,27183.703125,1120.9444333723422
B06,4,SYTO,17715.9765625,758.408487194505
B06,5,CONC,7396.21923828125,175.73449989268644
B06,5,HOECHST,3904.724853515625,108.24541670417072
B06,5,MITO,85014.921875,3227.1591893946907
B06,5,PHAandWGA,28042.5859375,1137.269240766602
B06,5,SYTO,18393.59375,764.3707520651493
B06,6,CONC,7573.8818359375,172.4654217740445
B06,6,HOECHST,3996.887451171875,108.58760381237491
B06,6,MITO,86407.75,3228.3183714995707
