,Metadata_PlateWell,Metadata_Site,Metadata_cell_line,ObjectNumber_cytoplasm,ObjectNumber_nuclei,AreaShape_Area_cytoplasm,Metadata_Barcode,Metadata_Well,z_um,total_per_spheroid
1299,PB000138_F20,11,HCT116,179.0,218.0,513103,PB000138,F20,55,1585.0
1300,PB000140_O18,11,HT29,107.0,138.0,381513,PB000140,O18,55,1011.0
1301,PB000140_I17,11,HT29,113.0,143.0,383697,PB000140,I17,55,903.0
1302,PB000141_H17,11,HT29,122.0,150.0,364943,PB000141,H17,55,1074.0
1303,PB000137_D12,11,HCT116,195.0,245.5,563047,PB000137,D12,55,1813.0
1304,PB000139_C21,11,HT29,41.0,57.0,138653,PB000139,C21,55,542.0
1305,PB000139_K20,11,HT29,37.0,53.5,143976,PB000139,K20,55,524.0
1306,PB000141_H10,11,HT29,73.0,99.0,246155,PB000141,H10,55,634.0
1307,PB000140_G14,11,HT29,172.0,211.5,525109,PB000140,G14,55,1316.0
1308,PB000142_E16,11,HT29,42.0,61.5,138799,PB000142,E16,55,528.0
1309,PB000137_J03,11,HCT116,143.0,178.0,432969,PB000137,J03,55,1619.0
1310,PB000138_B22,11,HCT116,118.0,152.5,332763,PB000138,B22,55,1588.0
1311,PB000138_H10,11,HCT116,171.0,222.0,495124,PB000138,H10,55,1739.0
1312,PB000138_H17,11,HCT116,24.0,29.0,69695,PB000138,H17,55,522.0
1313,PB000138_G02,11,HCT116,128.0,161.0,408190,PB000138,G02,55,1540.0
1314,PB000140_O07,11,HCT116,141.0,186.0,446845,PB000140,O07,55,1257.0
1315,PB000140_K20,11,HT29,119.0,149.66666666666666,422633,PB000140,K20,55,1061.0
1316,PB000140_B04,11,HCT116,76.0,96.0,255313,PB000140,B04,55,855.0
1317,PB000138_N15,11,HCT116,164.0,213.0,484148,PB000138,N15,55,1713.0
1318,PB000142_H10,11,HT29,76.0,96.0,240985,PB000142,H10,55,661.0
1319,PB000142_D12,11,HT29,118.0,153.5,400019,PB000142,D12,55,1098.0
1320,PB000142_M23,11,HT29,80.0,99.0,271175,PB000142,M23,55,678.0
1321,PB000141_K11,11,HT29,117.0,136.0,365242,PB000141,K11,55,1102.0
1322,PB000138_C05,11,HCT116,135.0,168.0,428741,PB000138,C05,55,1564.0
1323,PB000138_L18,11,HCT116,129.0,179.5,421424,PB000138,L18,55,1728.0
1324,PB000142_N04,11,HT29,103.0,132.0,335178,PB000142,N04,55,1007.0
1325,PB000137_C05,11,HCT116,173.0,227.0,511353,PB000137,C05,55,1949.0
1326,PB000141_G13,11,HT29,125.0,159.0,393009,PB000141,G13,55,1164.0
1327,PB000142_K11,11,HT29,92.0,119.0,303289,PB000142,K11,55,970.0
1328,PB000139_H23,11,HT29,31.0,35.0,120760,PB000139,H23,55,333.0
1329,PB000139_O18,11,HT29,61.0,79.0,199371,PB000139,O18,55,701.0
1330,PB000142_N15,11,HT29,98.0,127.0,319025,PB000142,N15,55,941.0
1331,PB000138_K11,11,HCT116,27.0,34.0,71918,PB000138,K11,55,447.0
1332,PB000137_F06,11,HCT116,141.0,184.0,402592,PB000137,F06,55,1377.0
1333,PB000142_B22,11,HT29,53.0,74.0,176305,PB000142,B22,55,609.0
1334,PB000137_N15,11,HCT116,147.0,194.0,465223,PB000137,N15,55,1383.0
1335,PB000141_G02,11,HT29,111.0,142.33333333333334,361233,PB000141,G02,55,1022.0
1336,PB000137_H17,11,HCT116,150.0,210.0,478370,PB000137,H17,55,1431.0
1337,PB000141_L07,11,HT29,78.0,104.0,257167,PB000141,L07,55,826.0
1338,PB000138_F06,11,HCT116,162.0,205.5,481082,PB000138,F06,55,1383.0
1339,PB000141_N15,11,HT29,129.0,154.0,399080,PB000141,N15,55,1083.0
1340,PB000138_G13,11,HCT116,179.0,232.0,530229,PB000138,G13,55,1541.0
1341,PB000137_F20,11,HCT116,174.0,222.0,489172,PB000137,F20,55,1721.0
1342,PB000141_O09,11,HT29,143.0,182.0,449127,PB000141,O09,55,1362.0
1343,PB000140_E02,11,HCT116,190.0,227.0,588113,PB000140,E02,55,1830.0
1344,PB000138_D12,11,HCT116,200.0,241.0,565711,PB000138,D12,55,1785.0
1345,PB000139_I06,11,HCT116,130.0,158.0,392751,PB000139,I06,55,1525.0
1346,PB000137_J14,11,HCT116,183.0,225.0,536536,PB000137,J14,55,1549.0
1347,PB000142_L07,11,HT29,54.0,77.0,183994,PB000142,L07,55,792.0
1348,PB000142_L18,11,HT29,80.0,103.0,273639,PB000142,L18,55,743.0
1349,PB000138_O09,11,HCT116,36.0,40.0,105344,PB000138,O09,55,558.0
1350,PB000142_G13,11,HT29,98.0,130.0,333782,PB000142,G13,55,898.0
1351,PB000141_D12,11,HT29,123.0,145.0,384084,PB000141,D12,55,977.0
1352,PB000140_O11,11,HCT116,142.0,163.0,423303,PB000140,O11,55,1553.0
1353,PB000139_H12,11,HCT116,162.0,216.0,534310,PB000139,H12,55,1663.0
1354,PB000141_E16,11,HT29,98.0,125.5,308091,PB000141,E16,55,961.0
1355,PB000137_I21,11,HCT116,148.0,192.5,420411,PB000137,I21,55,1320.0
1356,PB000139_N16,11,HT29,105.0,138.0,342543,PB000139,N16,55,930.0
1357,PB000142_N04,12,HT29,84.0,113.0,300606,PB000142,N04,60,1007.0
1358,PB000139_K09,12,HCT116,117.0,150.0,362029,PB000139,K09,60,1341.0
1359,PB000139_B15,12,HT29,122.0,159.0,393453,PB000139,B15,60,897.0
1360,PB000138_E16,12,HCT116,169.0,220.0,508790,PB000138,E16,60,1514.0
1361,PB000140_B04,12,HCT116,78.0,107.0,245814,PB000140,B04,60,855.0
1362,PB000141_O09,12,HT29,149.0,186.0,456127,PB000141,O09,60,1362.0
1363,PB000142_F06,12,HT29,84.0,110.0,281602,PB000142,F06,60,915.0
1364,PB000139_O07,12,HCT116,110.0,142.0,356109,PB000139,O07,60,1220.0
1365,PB000137_F06,12,HCT116,121.0,165.0,358123,PB000137,F06,60,1377.0
1366,PB000142_C05,12,HT29,13.0,15.0,40230,PB000142,C05,60,216.0
1367,PB000139_N16,12,HT29,104.0,142.0,355755,PB000139,N16,60,930.0
1368,PB000139_H23,12,HT29,26.0,32.0,101440,PB000139,H23,60,333.0
1369,PB000140_H23,12,HT29,111.0,152.0,370061,PB000140,H23,60,1092.0
1370,PB000138_O09,12,HCT116,34.0,42.0,99367,PB000138,O09,60,558.0
1371,PB000137_O09,12,HCT116,203.0,252.0,573048,PB000137,O09,60,1928.0
1372,PB000138_N15,12,HCT116,151.0,199.0,478653,PB000138,N15,60,1713.0
1373,PB000138_I21,12,HCT116,134.0,166.0,398521,PB000138,I21,60,1440.0
1374,PB000137_H10,12,HCT116,123.0,166.0,403724,PB000137,H10,60,1161.0
1375,PB000138_F20,12,HCT116,158.0,205.0,473392,PB000138,F20,60,1585.0
1376,PB000140_I17,12,HT29,113.0,150.0,366658,PB000140,I17,60,903.0
1377,PB000139_O22,12,HT29,81.0,106.0,267022,PB000139,O22,60,911.0
1378,PB000142_F20,12,HT29,80.0,104.0,270162,PB000142,F20,60,851.0
1379,PB000138_G13,12,HCT116,151.0,192.0,470101,PB000138,G13,60,1541.0
1380,PB000141_B22,12,HT29,5.0,5.0,17968,PB000141,B22,60,131.0
1381,PB000142_G02,12,HT29,10.0,12.0,49045,PB000142,G02,60,19.0
1382,PB000142_L07,12,HT29,46.0,59.5,152460,PB000142,L07,60,792.0
1383,PB000137_F20,12,HCT116,163.0,206.0,457165,PB000137,F20,60,1721.0
1384,PB000137_D12,12,HCT116,173.0,213.0,526904,PB000137,D12,60,1813.0
1385,PB000142_E16,12,HT29,41.0,56.0,128726,PB000142,E16,60,528.0
1386,PB000141_M23,12,HT29,102.0,138.66666666666666,367465,PB000141,M23,60,945.0
1387,PB000137_J14,12,HCT116,178.0,216.0,515239,PB000137,J14,60,1549.0
1388,PB000138_J14,12,HCT116,140.0,178.5,447350,PB000138,J14,60,1641.0
1389,PB000141_G02,12,HT29,109.0,144.0,336176,PB000141,G02,60,1022.0
1390,PB000137_H17,12,HCT116,151.0,195.0,456119,PB000137,H17,60,1431.0
1391,PB000140_O11,12,HCT116,127.0,148.0,371911,PB000140,O11,60,1553.0
1392,PB000137_L07,12,HCT116,108.0,131.0,314959,PB000137,L07,60,1401.0
1393,PB000141_F06,12,HT29,130.0,159.0,385473,PB000141,F06,60,1068.0
1394,PB000141_I21,12,HT29,90.0,126.0,315718,PB000141,I21,60,955.0
1395,PB000140_B15,12,HT29,63.0,75.0,193742,PB000140,B15,60,596.0
1396,PB000139_B04,12,HCT116,130.0,164.5,379603,PB000139,B04,60,1173.0
1397,PB000138_D12,12,HCT116,183.0,224.0,538210,PB000138,D12,60,1785.0
1398,PB000138_B22,12,HCT116,100.0,121.0,285961,PB000138,B22,60,1588.0
1399,PB000141_N15,12,HT29,132.0,160.0,399869,PB000141,N15,60,1083.0
1400,PB000138_L18,12,HCT116,127.0,154.0,390470,PB000138,L18,60,1728.0
1401,PB000139_O18,12,HT29,52.0,69.0,173254,PB000139,O18,60,701.0
1402,PB000138_G02,12,HCT116,121.0,155.0,391386,PB000138,G02,60,1540.0
1403,PB000137_J03,12,HCT116,133.0,165.0,400029,PB000137,J03,60,1619.0
1404,PB000137_M23,12,HCT116,173.0,225.0,516457,PB000137,M23,60,1559.0
1405,PB000140_K09,12,HCT116,124.0,153.0,348115,PB000140,K09,60,1513.0
1406,PB000137_K11,12,HCT116,139.0,205.5,431231,PB000137,K11,60,1401.0
1407,PB000140_O07,12,HCT116,139.0,181.0,454765,PB000140,O07,60,1257.0
1408,PB000139_E13,12,HT29,124.0,161.0,367497,PB000139,E13,60,1102.0
1409,PB000142_N15,12,HT29,81.0,103.0,273768,PB000142,N15,60,941.0
1410,PB000140_N05,12,HCT116,175.0,216.0,523452,PB000140,N05,60,1727.0
1411,PB000140_G14,12,HT29,170.0,214.0,524851,PB000140,G14,60,1316.0
1412,PB000142_G13,12,HT29,96.0,129.5,313508,PB000142,G13,60,898.0
1413,PB000139_G14,12,HT29,127.0,162.5,402281,PB000139,G14,60,1127.0
1414,PB000140_C10,12,HCT116,144.0,184.0,433118,PB000140,C10,60,1394.0
1415,PB000140_E02,12,HCT116,178.0,224.0,523956,PB000140,E02,60,1830.0
1416,PB000137_G13,12,HCT116,150.0,187.0,447704,PB000137,G13,60,1660.0
1417,PB000138_K11,12,HCT116,22.0,29.0,62504,PB000138,K11,60,447.0
1418,PB000142_I21,12,HT29,40.0,53.0,115809,PB000142,I21,60,486.0
1419,PB000142_K11,12,HT29,89.0,115.0,294296,PB000142,K11,60,970.0
1420,PB000139_I17,12,HT29,71.0,100.0,231717,PB000139,I17,60,889.0
1421,PB000139_C10,12,HCT116,99.0,130.0,301064,PB000139,C10,60,1344.0
1422,PB000141_D12,12,HT29,105.0,146.0,354676,PB000141,D12,60,977.0
1423,PB000137_C05,12,HCT116,166.0,204.0,490667,PB000137,C05,60,1949.0
1424,PB000140_O22,12,HT29,76.0,111.0,273949,PB000140,O22,60,821.0
1425,PB000142_B22,12,HT29,57.0,76.0,175898,PB000142,B22,60,609.0
1426,PB000139_N05,12,HCT116,108.0,141.0,325633,PB000139,N05,60,975.0
1427,PB000142_D12,12,HT29,116.0,148.0,380351,PB000142,D12,60,1098.0
1428,PB000140_N16,12,HT29,110.0,140.5,357278,PB000140,N16,60,986.0
1429,PB000137_L18,12,HCT116,141.0,185.5,428817,PB000137,L18,60,1787.0
1430,PB000141_K11,12,HT29,111.0,143.0,355055,PB000141,K11,60,1102.0
1431,PB000141_J14,12,HT29,97.0,126.0,325078,PB000141,J14,60,889.0
1432,PB000139_G03,12,HCT116,144.0,183.0,441144,PB000139,G03,60,1422.0
1433,PB000140_E13,12,HT29,149.0,186.0,469337,PB000140,E13,60,1352.0
1434,PB000137_G02,12,HCT116,118.0,144.5,351400,PB000137,G02,60,1310.0
1435,PB000140_K20,12,HT29,123.0,159.0,406232,PB000140,K20,60,1061.0
1436,PB000139_H12,12,HCT116,169.0,228.0,539392,PB000139,H12,60,1663.0
1437,PB000138_F06,12,HCT116,172.0,218.5,495929,PB000138,F06,60,1383.0
1438,PB000138_L07,12,HCT116,154.0,201.0,449874,PB000138,L07,60,1531.0
1439,PB000141_C05,12,HT29,92.0,126.0,330023,PB000141,C05,60,1062.0
1440,PB000140_H12,12,HCT116,134.0,176.0,410221,PB000140,H12,60,1359.0
1441,PB000141_L07,12,HT29,78.0,111.0,258074,PB000141,L07,60,826.0
1442,PB000142_M23,12,HT29,70.0,91.0,248940,PB000142,M23,60,678.0
1443,PB000141_G13,12,HT29,121.0,155.5,380113,PB000141,G13,60,1164.0
1444,PB000141_L18,12,HT29,120.0,158.5,394339,PB000141,L18,60,1036.0
1445,PB000139_I06,12,HCT116,133.0,160.0,387231,PB000139,I06,60,1525.0
1446,PB000142_H10,12,HT29,78.0,97.0,231963,PB000142,H10,60,661.0
1447,PB000139_O11,12,HCT116,146.0,193.0,461636,PB000139,O11,60,1527.0
1448,PB000138_M23,12,HCT116,176.0,227.0,497094,PB000138,M23,60,1644.0
1449,PB000140_G03,12,HCT116,116.0,141.5,334299,PB000140,G03,60,1262.0
1450,PB000142_J14,12,HT29,81.0,112.5,288813,PB000142,J14,60,810.0
1451,PB000142_J03,12,HT29,16.0,16.0,47382,PB000142,J03,60,254.0
1452,PB000137_B22,12,HCT116,83.0,110.0,258444,PB000137,B22,60,946.0
1453,PB000140_O18,12,HT29,99.0,136.0,350319,PB000140,O18,60,1011.0
1454,PB000141_H10,12,HT29,70.0,91.0,223024,PB000141,H10,60,634.0
1455,PB000142_H17,12,HT29,34.0,41.5,105407,PB000142,H17,60,484.0
1456,PB000141_E16,12,HT29,89.0,124.0,264064,PB000141,E16,60,961.0
1457,PB000141_H17,12,HT29,118.0,150.0,356508,PB000141,H17,60,1074.0
1458,PB000138_C05,12,HCT116,123.0,155.0,389009,PB000138,C05,60,1564.0
1459,PB000142_O09,12,HT29,84.0,109.0,261381,PB000142,O09,60,789.0
1460,PB000139_K20,12,HT29,37.0,45.0,125838,PB000139,K20,60,524.0
1461,PB000138_J03,12,HCT116,126.0,156.0,368060,PB000138,J03,60,1666.0
1462,PB000137_I21,12,HCT116,122.0,157.5,341142,PB000137,I21,60,1320.0
1463,PB000137_E16,12,HCT116,118.0,153.0,342155,PB000137,E16,60,1422.0
1464,PB000142_L18,12,HT29,95.0,124.0,318678,PB000142,L18,60,743.0
1465,PB000138_H10,12,HCT116,181.0,229.5,504170,PB000138,H10,60,1739.0
1466,PB000140_I06,12,HCT116,158.0,203.0,456529,PB000140,I06,60,1621.0
1467,PB000137_N15,12,HCT116,135.0,174.5,423952,PB000137,N15,60,1383.0
1468,PB000139_C21,12,HT29,42.0,59.0,142674,PB000139,C21,60,542.0
1469,PB000138_H17,12,HCT116,29.0,35.0,74597,PB000138,H17,60,522.0
