barcode,seg_type,well,plane,cell_line,treatment,binary_iou,mean_instance_iou,matched_iou@0.5,precision@0.5,recall@0.5,f1@0.5,TP,FN,FP,n_objects,n_pred,depth_um,depth_bin
PB000140,cell,G05,1,HCT116,binimetinib,0.7359112818468452,0.2725108763336765,0.8369759942672877,0.1666666666666666,0.1666666666666666,0.1666666666666666,1,5,5,6,6,5,0-20µm
PB000140,cell,G05,11,HCT116,binimetinib,0.2628147047901968,0.2346974554371148,0.7128240638282032,0.2727272727272727,0.2307692307692307,0.2499999999999999,3,10,8,13,11,55,40-60µm
PB000140,cell,G05,3,HCT116,binimetinib,0.5630337301794692,0.2706736764450945,0.6861705183894751,0.2083333333333333,0.1666666666666666,0.1851851851851852,5,25,19,30,24,15,0-20µm
PB000140,cell,G05,5,HCT116,binimetinib,0.3819578028151812,0.1895514083741732,0.552163911849976,0.1428571428571428,0.0909090909090909,0.1111111111111111,3,30,18,33,21,25,20-40µm
PB000140,cell,G05,7,HCT116,binimetinib,0.3274090501082422,0.2404392344322762,0.6455644434119516,0.1538461538461538,0.1111111111111111,0.1290322580645161,2,16,11,18,13,35,20-40µm
PB000140,cell,G05,9,HCT116,binimetinib,0.4438870123849261,0.2801170801763928,0.5109097412662453,0.0625,0.0454545454545454,0.0526315789473684,1,21,15,22,16,45,40-60µm
PB000140,cell,G08,1,HCT116,abemaciclib,0.699711107209551,0.4248819489911432,0.759846878559666,0.4545454545454545,0.4545454545454545,0.4545454545454545,5,6,6,11,11,5,0-20µm
PB000140,cell,G08,11,HCT116,abemaciclib,0.3806566622100603,0.3305094966131479,0.6284578959456861,0.2941176470588235,0.2941176470588235,0.2941176470588235,10,24,24,34,34,55,40-60µm
PB000140,cell,G08,3,HCT116,abemaciclib,0.6787269681742043,0.3334778683032223,0.6992699970606076,0.32,0.32,0.32,8,17,17,25,25,15,0-20µm
PB000140,cell,G08,5,HCT116,abemaciclib,0.5366039747281288,0.3993432532803188,0.7503251148187863,0.3225806451612903,0.3225806451612903,0.3225806451612903,10,21,21,31,31,25,20-40µm
PB000140,cell,G08,7,HCT116,abemaciclib,0.5233886120414999,0.3291182743287135,0.648871003519678,0.3571428571428571,0.3409090909090909,0.3488372093023256,15,29,27,44,42,35,20-40µm
PB000140,cell,G08,9,HCT116,abemaciclib,0.4021144351342094,0.3740671906909113,0.6692651665936312,0.3823529411764705,0.3823529411764705,0.3823529411764706,13,21,21,34,34,45,40-60µm
PB000140,cell,G19,1,HT29,abemaciclib,0.4872365132161625,0.4476381577794579,0.6613347960513586,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4,4,6,6,5,0-20µm
PB000140,cell,G19,11,HT29,abemaciclib,0.2874750225986012,0.2739814006798873,0.6638683607247031,0.125,0.12,0.1224489795918367,3,22,21,25,24,55,40-60µm
PB000140,cell,G19,3,HT29,abemaciclib,0.512907118509119,0.3140045441632516,0.5923919145623002,0.2,0.1904761904761904,0.1951219512195122,4,17,16,21,20,15,0-20µm
PB000140,cell,G19,5,HT29,abemaciclib,0.5860200605452232,0.3977521266466158,0.6473656557479311,0.32,0.3076923076923077,0.3137254901960784,8,18,17,26,25,25,20-40µm
PB000140,cell,G19,7,HT29,abemaciclib,0.5760803739188497,0.3218281878732085,0.5981974763006855,0.2682926829268293,0.2619047619047619,0.2650602409638554,11,31,30,42,41,35,20-40µm
PB000140,cell,G19,9,HT29,abemaciclib,0.4552974475355075,0.3463023895140917,0.6406086818241724,0.2857142857142857,0.2857142857142857,0.2857142857142857,12,30,30,42,42,45,40-60µm
PB000140,cell,H23,1,HT29,DMSO,0.7694419030192132,0.329707240627284,0.7133769195091955,0.2333333333333333,0.2333333333333333,0.2333333333333333,7,23,23,30,30,5,0-20µm
PB000140,cell,H23,11,HT29,DMSO,0.6777996906105986,0.2404414671299621,0.6500244354799841,0.1238938053097345,0.1206896551724138,0.1222707423580786,14,102,99,116,113,55,40-60µm
PB000140,cell,H23,3,HT29,DMSO,0.6780398969365634,0.3205823424765204,0.6601943896828452,0.1875,0.1875,0.1875,9,39,39,48,48,15,0-20µm
PB000140,cell,H23,5,HT29,DMSO,0.5556313714512329,0.1910716444105258,0.6891381682550026,0.1052631578947368,0.1034482758620689,0.1043478260869565,6,52,51,58,57,25,20-40µm
PB000140,cell,H23,7,HT29,DMSO,0.6598660861293038,0.2076143593923986,0.6351641772509,0.1348314606741573,0.1348314606741573,0.1348314606741573,12,77,77,89,89,35,20-40µm
PB000140,cell,H23,9,HT29,DMSO,0.644641759556124,0.1986976478164631,0.6289227268306078,0.0865384615384615,0.0857142857142857,0.0861244019138755,9,96,95,105,104,45,40-60µm
PB000140,cell,I13,1,HT29,binimetinib,0.4332031443120581,0.1646240126419038,0.637221441477615,0.0384615384615384,0.0357142857142857,0.037037037037037,1,27,25,28,26,5,0-20µm
PB000140,cell,I13,11,HT29,binimetinib,0.1058851803158177,0.0896983823145716,0.5987411644658035,0.125,0.1052631578947368,0.1142857142857142,2,17,14,19,16,55,40-60µm
PB000140,cell,I13,3,HT29,binimetinib,0.4015252162134,0.1685881588493394,0.6059767578671503,0.1458333333333333,0.1458333333333333,0.1458333333333333,7,41,41,48,48,15,0-20µm
PB000140,cell,I13,5,HT29,binimetinib,0.3406820789676643,0.2143953888902049,0.7022657636713602,0.2413793103448276,0.2222222222222222,0.2314049586776859,14,49,44,63,58,25,20-40µm
PB000140,cell,I13,7,HT29,binimetinib,0.3462034300944435,0.209852245402482,0.6353253413538769,0.2,0.1818181818181818,0.1904761904761905,10,45,40,55,50,35,20-40µm
PB000140,cell,I13,9,HT29,binimetinib,0.173852285078412,0.1307863497412023,0.5995319004468662,0.0967741935483871,0.0857142857142857,0.0909090909090909,3,32,28,35,31,45,40-60µm
PB000140,cell,J04,1,HCT116,abemaciclib,0.6195377332954823,0.399020202898687,0.6408788241814051,0.3571428571428571,0.3333333333333333,0.3448275862068965,10,20,18,30,28,5,0-20µm
PB000140,cell,J04,11,HCT116,abemaciclib,0.2088559043144731,0.1830448412129912,0.6208463831215996,0.1538461538461538,0.1379310344827586,0.1454545454545454,4,25,22,29,26,55,40-60µm
PB000140,cell,J04,3,HCT116,abemaciclib,0.6283128345523639,0.356314386584184,0.6534953430190872,0.3777777777777777,0.3333333333333333,0.3541666666666667,17,34,28,51,45,15,0-20µm
PB000140,cell,J04,5,HCT116,abemaciclib,0.6284586716191289,0.3230975976423738,0.6281516165451879,0.2666666666666666,0.2461538461538461,0.256,16,49,44,65,60,25,20-40µm
PB000140,cell,J04,7,HCT116,abemaciclib,0.5673082384481107,0.3931300956201451,0.6728231338472437,0.4054054054054054,0.3658536585365853,0.3846153846153847,15,26,22,41,37,35,20-40µm
PB000140,cell,J04,9,HCT116,abemaciclib,0.3507783443563723,0.230497611974433,0.6789933145406005,0.1842105263157894,0.1346153846153846,0.1555555555555555,7,45,31,52,38,45,40-60µm
PB000140,cell,J17,1,HT29,SN-38,0.5732296094313899,0.2448169111215608,0.725535206522728,0.3076923076923077,0.1904761904761904,0.2352941176470588,4,17,9,21,13,5,0-20µm
PB000140,cell,J17,11,HT29,SN-38,0.6341003467850596,0.2318865441691628,0.7166418248908918,0.1290322580645161,0.0909090909090909,0.1066666666666666,4,40,27,44,31,55,40-60µm
PB000140,cell,J17,3,HT29,SN-38,0.7000956251494143,0.2654730338675014,0.6752390473468749,0.1935483870967742,0.1621621621621621,0.1764705882352941,6,31,25,37,31,15,0-20µm
PB000140,cell,J17,5,HT29,SN-38,0.6904542564245724,0.2624197528204396,0.6469579813781237,0.25,0.1777777777777777,0.2077922077922077,8,37,24,45,32,25,20-40µm
PB000140,cell,J17,7,HT29,SN-38,0.6323490210440038,0.2318440242779032,0.6383437767384909,0.1228070175438596,0.1044776119402985,0.1129032258064516,7,60,50,67,57,35,20-40µm
PB000140,cell,J17,9,HT29,SN-38,0.6895892413668302,0.2458223881186023,0.6370902836699754,0.2549019607843137,0.1688311688311688,0.203125,13,64,38,77,51,45,40-60µm
PB000140,cell,N05,1,HCT116,DMSO,0.7369742133769153,0.3697408262322039,0.7363556980895581,0.3714285714285714,0.3611111111111111,0.3661971830985915,13,23,22,36,35,5,0-20µm
PB000140,cell,N05,11,HCT116,DMSO,0.3967814828776678,0.3358019625799909,0.7134429643303916,0.2241379310344827,0.2131147540983606,0.2184873949579831,13,48,45,61,58,55,40-60µm
PB000140,cell,N05,3,HCT116,DMSO,0.7912574045685952,0.2862499756125137,0.738222121858675,0.2929292929292929,0.2071428571428571,0.2426778242677824,29,111,70,140,99,15,0-20µm
PB000140,cell,N05,5,HCT116,DMSO,0.7951529824268481,0.3396250241238731,0.696864989104818,0.2875,0.2771084337349397,0.2822085889570552,46,120,114,166,160,25,20-40µm
PB000140,cell,N05,7,HCT116,DMSO,0.6595395408237648,0.2870167656578913,0.6812146266589547,0.2259887005649717,0.213903743315508,0.2197802197802197,40,147,137,187,177,35,20-40µm
PB000140,cell,N05,9,HCT116,DMSO,0.0072110826476701,0.2938808781923296,0.5040650406504065,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,3,3,45,40-60µm
PB000140,nuclei,B14,1,HT29,abemaciclib,0.8437540520214725,0.7800537230733731,0.8914899692267121,1.0,0.875,0.9333333333333332,14,2,0,16,14,5,0-20µm
PB000140,nuclei,B14,11,HT29,abemaciclib,0.2160200783719471,0.1839166234028381,0.8229999095722856,0.8260869565217391,0.2183908045977011,0.3454545454545454,19,68,4,87,23,55,40-60µm
PB000140,nuclei,B14,3,HT29,abemaciclib,0.8865857651739911,0.8251494222343381,0.8904100539481254,0.9375,0.9183673469387756,0.9278350515463918,45,4,3,49,48,15,0-20µm
PB000140,nuclei,B14,5,HT29,abemaciclib,0.7794661335017012,0.7426763591262416,0.873807636629356,0.835820895522388,0.8115942028985508,0.823529411764706,56,13,11,69,67,25,20-40µm
PB000140,nuclei,B14,7,HT29,abemaciclib,0.6631332144508288,0.6018938775977764,0.8297131477412156,0.8481012658227848,0.6979166666666666,0.7657142857142857,67,29,12,96,79,35,20-40µm
PB000140,nuclei,B14,9,HT29,abemaciclib,0.3781078863018153,0.3349485339798553,0.798107575258189,0.75,0.3673469387755102,0.4931506849315069,36,62,12,98,48,45,40-60µm
PB000140,nuclei,C23,1,HCT116,SN-38,0.3955993002718823,0.4516219584004999,0.7969325357291915,0.5,0.4285714285714285,0.4615384615384615,6,8,6,14,12,5,0-20µm
PB000140,nuclei,C23,11,HCT116,SN-38,0.1159275433632673,0.1205507335778099,0.64721643346234,0.1428571428571428,0.0625,0.0869565217391304,1,15,6,16,7,55,40-60µm
PB000140,nuclei,C23,3,HCT116,SN-38,0.5131025598929063,0.5477061749502843,0.7422709445656046,0.625,0.6,0.6122448979591836,15,10,9,25,24,15,0-20µm
PB000140,nuclei,C23,5,HCT116,SN-38,0.3950527544659574,0.4179636277797229,0.6748002121489723,0.5,0.44,0.4680851063829787,11,14,11,25,22,25,20-40µm
PB000140,nuclei,C23,7,HCT116,SN-38,0.1389122626988199,0.1278289426745971,0.6445191199289559,0.1428571428571428,0.0909090909090909,0.1111111111111111,2,20,12,22,14,35,20-40µm
PB000140,nuclei,C23,9,HCT116,SN-38,0.2433541408814508,0.233997752034217,0.5448625180897251,0.0769230769230769,0.0555555555555555,0.064516129032258,1,17,12,18,13,45,40-60µm
PB000140,nuclei,D22,1,HT29,binimetinib,0.5062582451172818,0.4783988878632612,0.7066289935445461,0.6666666666666666,0.6153846153846154,0.64,24,15,12,39,36,5,0-20µm
PB000140,nuclei,D22,11,HT29,binimetinib,0.0,0.0,,,0.0,,0,10,0,10,0,55,40-60µm
PB000140,nuclei,D22,3,HT29,binimetinib,0.246861857523516,0.2650796694158039,0.6763472572809345,0.4230769230769231,0.3333333333333333,0.3728813559322034,11,22,15,33,26,15,0-20µm
PB000140,nuclei,D22,5,HT29,binimetinib,0.2473485895514788,0.2139086038506379,0.6456931473833737,0.4090909090909091,0.2727272727272727,0.3272727272727272,9,24,13,33,22,25,20-40µm
PB000140,nuclei,D22,7,HT29,binimetinib,0.3509407328987203,0.3238299644348801,0.7022028546022526,0.5714285714285714,0.4137931034482758,0.48,12,17,9,29,21,35,20-40µm
PB000140,nuclei,D22,9,HT29,binimetinib,0.1010485292753085,0.1307828446685581,0.7126460558648011,0.2,0.1428571428571428,0.1666666666666666,2,12,8,14,10,45,40-60µm
PB000140,nuclei,G05,1,HCT116,binimetinib,0.6540452363773254,0.5429058281203836,0.7802989687184577,0.7058823529411765,0.6666666666666666,0.6857142857142857,12,6,5,18,17,5,0-20µm
PB000140,nuclei,G05,11,HCT116,binimetinib,0.1581325690087019,0.1702711989379396,0.620614016692734,0.2727272727272727,0.2142857142857142,0.2399999999999999,3,11,8,14,11,55,40-60µm
PB000140,nuclei,G05,3,HCT116,binimetinib,0.4967492996458587,0.5350892609728017,0.7263114871118239,0.6153846153846154,0.6153846153846154,0.6153846153846154,16,10,10,26,26,15,0-20µm
PB000140,nuclei,G05,5,HCT116,binimetinib,0.3640394404072094,0.3765727186533134,0.6478704314710949,0.5454545454545454,0.48,0.5106382978723404,12,13,10,25,22,25,20-40µm
PB000140,nuclei,G05,7,HCT116,binimetinib,0.4029347692054749,0.3967964507934694,0.6473589761677632,0.4705882352941176,0.4,0.4324324324324324,8,12,9,20,17,35,20-40µm
PB000140,nuclei,G05,9,HCT116,binimetinib,0.4422507403751234,0.4245272684106431,0.6476488276084823,0.4444444444444444,0.4,0.4210526315789474,8,12,10,20,18,45,40-60µm
PB000140,nuclei,G08,1,HCT116,abemaciclib,0.7848501768099758,0.7487629365818729,0.8359430516194005,0.9444444444444444,0.8947368421052632,0.918918918918919,17,2,1,19,18,5,0-20µm
PB000140,nuclei,G08,11,HCT116,abemaciclib,0.3502650970524802,0.3153311482340671,0.7250287156491981,0.6842105263157895,0.3979591836734694,0.5032258064516129,39,59,18,98,57,55,40-60µm
PB000140,nuclei,G08,3,HCT116,abemaciclib,0.6595261898610472,0.5541704586444292,0.7491798614092167,0.8285714285714286,0.6904761904761905,0.7532467532467533,29,13,6,42,35,15,0-20µm
PB000140,nuclei,G08,5,HCT116,abemaciclib,0.5910417051783863,0.5280452338738296,0.7842001608603585,0.8113207547169812,0.6323529411764706,0.7107438016528926,43,25,10,68,53,25,20-40µm
PB000140,nuclei,G08,7,HCT116,abemaciclib,0.5030354101512661,0.429435548781195,0.7347776216420694,0.696969696969697,0.4946236559139785,0.5786163522012578,46,47,20,93,66,35,20-40µm
PB000140,nuclei,G08,9,HCT116,abemaciclib,0.2914318007980161,0.2912806422283148,0.7249773224539706,0.6730769230769231,0.35,0.4605263157894737,35,65,17,100,52,45,40-60µm
PB000140,nuclei,G19,1,HT29,abemaciclib,0.7915127403618453,0.7777170448723163,0.7777170448723163,1.0,1.0,1.0,8,0,0,8,8,5,0-20µm
PB000140,nuclei,G19,11,HT29,abemaciclib,0.3073983796959362,0.2769142184212867,0.8178081523087136,0.935483870967742,0.3295454545454545,0.4873949579831932,29,59,2,88,31,55,40-60µm
PB000140,nuclei,G19,3,HT29,abemaciclib,0.850727516596207,0.8494127209122834,0.8854656184114538,0.9583333333333334,0.9583333333333334,0.9583333333333334,23,1,1,24,24,15,0-20µm
PB000140,nuclei,G19,5,HT29,abemaciclib,0.8320854871236179,0.7808510542049472,0.9157513437187774,0.9090909090909092,0.8333333333333334,0.8695652173913043,30,6,3,36,33,25,20-40µm
PB000140,nuclei,G19,7,HT29,abemaciclib,0.7860013550552801,0.7172918909451942,0.8620006345313879,0.8620689655172413,0.7936507936507936,0.8264462809917354,50,13,8,63,58,35,20-40µm
PB000140,nuclei,G19,9,HT29,abemaciclib,0.5625651604888977,0.5337754713767818,0.855000995965106,0.925925925925926,0.6024096385542169,0.7299270072992702,50,33,4,83,54,45,40-60µm
PB000140,nuclei,H23,1,HT29,DMSO,0.8212904124561986,0.7532998550241777,0.8740348051049044,0.8809523809523809,0.8222222222222222,0.8505747126436781,37,8,5,45,42,5,0-20µm
PB000140,nuclei,H23,11,HT29,DMSO,0.6012928229526688,0.560233229459778,0.7364999515896461,0.7630057803468208,0.7135135135135136,0.7374301675977654,132,53,41,185,173,55,40-60µm
PB000140,nuclei,H23,3,HT29,DMSO,0.7325977646974716,0.654356037960964,0.8141080103369939,0.9,0.7590361445783133,0.8235294117647058,63,20,7,83,70,15,0-20µm
PB000140,nuclei,H23,5,HT29,DMSO,0.6324400207905257,0.5461581532879636,0.7869998008289978,0.7741935483870968,0.6371681415929203,0.6990291262135923,72,41,21,113,93,25,20-40µm
PB000140,nuclei,H23,7,HT29,DMSO,0.6558351619278834,0.6008524549852864,0.7934409077385458,0.8307692307692308,0.7152317880794702,0.7686832740213523,108,43,22,151,130,35,20-40µm
PB000140,nuclei,H23,9,HT29,DMSO,0.5920649726600193,0.5594620362342209,0.7721810774672901,0.7515527950310559,0.6797752808988764,0.7138643067846608,121,57,40,178,161,45,40-60µm
PB000140,nuclei,I13,1,HT29,binimetinib,0.5522500091538208,0.5225461841278591,0.8055507492102045,0.6052631578947368,0.6052631578947368,0.6052631578947368,23,15,15,38,38,5,0-20µm
PB000140,nuclei,I13,11,HT29,binimetinib,0.0801530820666079,0.0983537382635762,0.7540453266874175,0.1578947368421052,0.1304347826086956,0.1428571428571428,3,20,16,23,19,55,40-60µm
PB000140,nuclei,I13,3,HT29,binimetinib,0.4801347433655324,0.4431115081285376,0.7906188586130115,0.509090909090909,0.5,0.5045045045045045,28,28,27,56,55,15,0-20µm
PB000140,nuclei,I13,5,HT29,binimetinib,0.3411942228928648,0.3859372367932409,0.7555443671829049,0.4871794871794871,0.475,0.4810126582278481,38,42,40,80,78,25,20-40µm
PB000140,nuclei,I13,7,HT29,binimetinib,0.3132877657239606,0.377170114152846,0.7785209174718704,0.5166666666666667,0.4769230769230769,0.4960000000000001,31,34,29,65,60,35,20-40µm
PB000140,nuclei,I13,9,HT29,binimetinib,0.2393215806531312,0.2123700667526432,0.6348268118279483,0.28125,0.2647058823529412,0.2727272727272727,9,25,23,34,32,45,40-60µm
PB000140,nuclei,J04,1,HCT116,abemaciclib,0.7350985067135148,0.7376782180137889,0.7631153979452988,1.0,0.9666666666666668,0.983050847457627,29,1,0,30,29,5,0-20µm
PB000140,nuclei,J04,11,HCT116,abemaciclib,0.265172074172223,0.2738741967699853,0.6800114508406121,0.6363636363636364,0.3559322033898305,0.4565217391304347,21,38,12,59,33,55,40-60µm
PB000140,nuclei,J04,3,HCT116,abemaciclib,0.6622847919655667,0.6300812854526907,0.7358458868138339,0.7843137254901961,0.7692307692307693,0.7766990291262137,40,12,11,52,51,15,0-20µm
PB000140,nuclei,J04,5,HCT116,abemaciclib,0.6110915440408322,0.6103708618576812,0.699960268477911,0.8787878787878788,0.8405797101449275,0.8592592592592593,58,11,8,69,66,25,20-40µm
PB000140,nuclei,J04,7,HCT116,abemaciclib,0.5490941733311572,0.5596732040373309,0.7224223648571707,0.8297872340425532,0.7358490566037735,0.78,39,14,8,53,47,35,20-40µm
PB000140,nuclei,J04,9,HCT116,abemaciclib,0.4628358327944654,0.4757864261620214,0.6990194558035124,0.7073170731707317,0.5918367346938775,0.6444444444444445,29,20,12,49,41,45,40-60µm
PB000140,nuclei,J17,1,HT29,SN-38,0.5459015085002793,0.5922745946668209,0.7598529591224689,0.6923076923076923,0.6923076923076923,0.6923076923076923,9,4,4,13,13,5,0-20µm
PB000140,nuclei,J17,11,HT29,SN-38,0.5993492500070888,0.59356889668111,0.7400573306704259,0.7428571428571429,0.7027027027027027,0.7222222222222223,26,11,9,37,35,55,40-60µm
PB000140,nuclei,J17,3,HT29,SN-38,0.5201445335538849,0.5512721419755644,0.7256192204904699,0.6470588235294118,0.6111111111111112,0.6285714285714287,22,14,12,36,34,15,0-20µm
PB000140,nuclei,J17,5,HT29,SN-38,0.5733537296037297,0.6154665719230545,0.7291429540818086,0.7575757575757576,0.7575757575757576,0.7575757575757576,25,8,8,33,33,25,20-40µm
PB000140,nuclei,J17,7,HT29,SN-38,0.5850272754067152,0.6100050908889293,0.7286495905801359,0.7833333333333333,0.7704918032786885,0.7768595041322314,47,14,13,61,60,35,20-40µm
PB000140,nuclei,J17,9,HT29,SN-38,0.6545945494529967,0.6715877511803106,0.7777222181530097,0.7843137254901961,0.7843137254901961,0.7843137254901961,40,11,11,51,51,45,40-60µm
PB000140,nuclei,N05,1,HCT116,DMSO,0.6771546755272259,0.6683260144461899,0.7716620357414745,0.9473684210526316,0.8571428571428571,0.9,36,6,2,42,38,5,0-20µm
PB000140,nuclei,N05,11,HCT116,DMSO,0.2809957915012071,0.2628510296790119,0.8220897649965987,0.8705882352941177,0.3057851239669421,0.4525993883792048,74,168,11,242,85,55,40-60µm
PB000140,nuclei,N05,3,HCT116,DMSO,0.7130369351163091,0.7131291826165719,0.7462002025754173,0.9393939393939394,0.9393939393939394,0.9393939393939394,93,6,6,99,99,15,0-20µm
PB000140,nuclei,N05,5,HCT116,DMSO,0.8510280900499957,0.8092775367787137,0.9043118917496872,0.9,0.884393063583815,0.892128279883382,153,20,17,173,170,25,20-40µm
PB000140,nuclei,N05,7,HCT116,DMSO,0.7149780541331383,0.7023266321260476,0.907088487820093,0.8947368421052632,0.7727272727272727,0.8292682926829269,170,50,20,220,190,35,20-40µm
PB000140,nuclei,N05,9,HCT116,DMSO,0.0169604739639299,0.013044395221021,0.9468445013648432,1.0,0.0137614678899082,0.0271493212669683,3,215,0,218,3,45,40-60µm
PB000141,cell,G02,1,HT29,DMSO,0.7437962484942351,0.2572667187923182,0.7852129359342517,0.1666666666666666,0.1666666666666666,0.1666666666666666,7,35,35,42,42,5,0-20µm
PB000141,cell,G02,11,HT29,DMSO,0.2805994493287895,0.1693136122210173,0.6238413271042121,0.15625,0.1111111111111111,0.1298701298701298,5,40,27,45,32,55,40-60µm
PB000141,cell,G02,3,HT29,DMSO,0.7650855550621956,0.2525652696937053,0.7417258517769373,0.1666666666666666,0.1506849315068493,0.158273381294964,11,62,55,73,66,15,0-20µm
PB000141,cell,G02,5,HT29,DMSO,0.5635700154117307,0.2400168716516473,0.7080828027008875,0.1904761904761904,0.1666666666666666,0.1777777777777777,12,60,51,72,63,25,20-40µm
PB000141,cell,G02,7,HT29,DMSO,0.4430982742043567,0.1713440957916452,0.7058237677595002,0.1290322580645161,0.1126760563380281,0.1203007518796992,8,63,54,71,62,35,20-40µm
PB000141,cell,G02,9,HT29,DMSO,0.5658932197770318,0.2621510772114243,0.7174842088700308,0.1846153846153846,0.16,0.1714285714285714,12,63,53,75,65,45,40-60µm
PB000141,cell,M23,1,HT29,DMSO,0.7589127059087198,0.3462145835166497,0.6862385580113399,0.2413793103448276,0.2413793103448276,0.2413793103448276,7,22,22,29,29,5,0-20µm
PB000141,cell,M23,11,HT29,DMSO,0.5646280714403942,0.2412337908489692,0.6657839006058792,0.1428571428571428,0.1298701298701298,0.1360544217687074,10,67,60,77,70,55,40-60µm
PB000141,cell,M23,3,HT29,DMSO,0.7870601004146203,0.2367871187253646,0.7375358565426716,0.1636363636363636,0.1525423728813559,0.1578947368421052,9,50,46,59,55,15,0-20µm
PB000141,cell,M23,5,HT29,DMSO,0.7558743797460328,0.2198396544707459,0.7186359303273868,0.1617647058823529,0.141025641025641,0.1506849315068493,11,67,57,78,68,25,20-40µm
PB000141,cell,M23,7,HT29,DMSO,0.6599612727797081,0.2568189368471202,0.7063493775180864,0.1641791044776119,0.1341463414634146,0.1476510067114094,11,71,56,82,67,35,20-40µm
PB000141,cell,M23,9,HT29,DMSO,0.5049872326843281,0.2125523200189876,0.7194795531445826,0.1587301587301587,0.1388888888888889,0.1481481481481481,10,62,53,72,63,45,40-60µm
PB000141,nuclei,G02,1,HT29,DMSO,0.6778871522407613,0.6604155178527661,0.8048448394005612,0.7872340425531915,0.7872340425531915,0.7872340425531915,37,10,10,47,47,5,0-20µm
PB000141,nuclei,G02,11,HT29,DMSO,0.5050707644203077,0.5212302105917294,0.7695736474539377,0.8529411764705882,0.6444444444444445,0.7341772151898734,29,16,5,45,34,55,40-60µm
PB000141,nuclei,G02,3,HT29,DMSO,0.7271389067677417,0.6789377306536423,0.7733174318122682,0.8382352941176471,0.8142857142857143,0.8260869565217392,57,13,11,70,68,15,0-20µm
PB000141,nuclei,G02,5,HT29,DMSO,0.5919546489985934,0.5702930678279892,0.7472559861707978,0.868421052631579,0.717391304347826,0.7857142857142858,66,26,10,92,76,25,20-40µm
PB000141,nuclei,G02,7,HT29,DMSO,0.5011393694595367,0.515349287655373,0.7734702079798655,0.8611111111111112,0.6262626262626263,0.7251461988304094,62,37,10,99,72,35,20-40µm
PB000141,nuclei,G02,9,HT29,DMSO,0.6099664391176501,0.6042126195981826,0.7453711514387173,0.8767123287671232,0.7710843373493976,0.8205128205128205,64,19,9,83,73,45,40-60µm
PB000141,nuclei,M23,1,HT29,DMSO,0.7872167186863889,0.7733113942713014,0.831157123484478,0.9333333333333332,0.9032258064516128,0.918032786885246,28,3,2,31,30,5,0-20µm
PB000141,nuclei,M23,11,HT29,DMSO,0.6039168473360066,0.5768868997317145,0.7410363613019242,0.8783783783783784,0.7386363636363636,0.802469135802469,65,23,9,88,74,55,40-60µm
PB000141,nuclei,M23,3,HT29,DMSO,0.6980282454024506,0.6564636112710224,0.7680804247806521,0.85,0.85,0.85,51,9,9,60,60,15,0-20µm
PB000141,nuclei,M23,5,HT29,DMSO,0.669744226203324,0.6593146909129604,0.7503704558027634,0.88,0.825,0.8516129032258064,66,14,9,80,75,25,20-40µm
PB000141,nuclei,M23,7,HT29,DMSO,0.6375964238695694,0.62425244561264,0.7439979441197115,0.8333333333333334,0.7738095238095238,0.8024691358024691,65,19,13,84,78,35,20-40µm
PB000141,nuclei,M23,9,HT29,DMSO,0.4592028800867971,0.4603417391952604,0.7070474657974718,0.8428571428571429,0.6082474226804123,0.7065868263473053,59,38,11,97,70,45,40-60µm
