Metadata_PlateWell,Metadata_Site,Metadata_cell_line,ObjectNumber_cytoplasm,ObjectNumber_nuclei,AreaShape_Area_cytoplasm,Metadata_Barcode,Metadata_Well,z_um
PB000139_H23,10,HT29,27.0,35.0,97223,PB000139,H23,50
PB000141_D12,10,HT29,119.0,150.5,380369,PB000141,D12,50
PB000138_F20,10,HCT116,171.0,216.0,528246,PB000138,F20,50
PB000139_O11,10,HCT116,163.0,215.0,532082,PB000139,O11,50
PB000140_C10,10,HCT116,149.0,195.0,451134,PB000140,C10,50
PB000142_F20,10,HT29,93.0,114.0,313609,PB000142,F20,50
PB000139_O18,10,HT29,65.0,90.0,230349,PB000139,O18,50
PB000141_C05,10,HT29,108.0,149.0,380539,PB000141,C05,50
PB000138_H10,10,HCT116,184.0,247.5,535620,PB000138,H10,50
PB000140_B15,10,HT29,65.0,80.0,212383,PB000140,B15,50
PB000138_D12,10,HCT116,203.0,247.0,576366,PB000138,D12,50
PB000139_H12,10,HCT116,179.0,241.0,575014,PB000139,H12,50
PB000140_O22,10,HT29,92.0,115.0,323200,PB000140,O22,50
PB000141_B22,10,HT29,9.0,9.0,26500,PB000141,B22,50
PB000137_K11,10,HCT116,159.0,221.0,456166,PB000137,K11,50
PB000140_I06,10,HCT116,140.0,185.0,431163,PB000140,I06,50
PB000139_N05,10,HCT116,107.0,147.0,318438,PB000139,N05,50
PB000142_M23,10,HT29,96.0,121.0,311334,PB000142,M23,50
PB000142_H10,10,HT29,69.0,98.0,224237,PB000142,H10,50
PB000137_O09,10,HCT116,197.0,238.0,593574,PB000137,O09,50
PB000138_E16,10,HCT116,169.0,219.0,498506,PB000138,E16,50
PB000138_N04,10,HCT116,10.0,13.0,29660,PB000138,N04,50
PB000138_N15,10,HCT116,159.0,218.0,467487,PB000138,N15,50
PB000140_N05,10,HCT116,174.0,225.0,534954,PB000140,N05,50
PB000139_N16,10,HT29,115.0,144.0,378203,PB000139,N16,50
PB000141_F06,10,HT29,132.0,167.5,417640,PB000141,F06,50
PB000137_G13,10,HCT116,143.0,200.0,438390,PB000137,G13,50
PB000138_O09,10,HCT116,47.0,58.0,140771,PB000138,O09,50
PB000139_I17,10,HT29,94.0,122.0,320858,PB000139,I17,50
PB000140_O07,10,HCT116,140.0,176.5,434003,PB000140,O07,50
PB000142_G13,10,HT29,108.0,133.0,369684,PB000142,G13,50
PB000138_G02,10,HCT116,141.0,181.0,431752,PB000138,G02,50
PB000142_D12,10,HT29,120.0,154.0,397601,PB000142,D12,50
PB000138_J14,10,HCT116,161.0,203.0,488468,PB000138,J14,50
PB000139_K20,10,HT29,45.0,60.0,166774,PB000139,K20,50
PB000141_G13,10,HT29,126.0,153.0,415231,PB000141,G13,50
PB000138_K11,10,HCT116,25.0,33.0,67661,PB000138,K11,50
PB000139_G14,10,HT29,121.0,151.0,377669,PB000139,G14,50
PB000142_J03,10,HT29,21.0,26.0,77697,PB000142,J03,50
PB000137_N15,10,HCT116,157.0,207.0,454264,PB000137,N15,50
PB000138_B22,10,HCT116,136.0,177.0,380102,PB000138,B22,50
PB000142_C05,10,HT29,19.0,24.5,73098,PB000142,C05,50
PB000141_M23,10,HT29,106.0,141.0,365695,PB000141,M23,50
PB000140_K09,10,HCT116,139.0,177.0,397367,PB000140,K09,50
PB000138_J03,10,HCT116,135.0,170.0,421756,PB000138,J03,50
PB000140_N16,10,HT29,105.0,134.0,371292,PB000140,N16,50
PB000141_O09,10,HT29,141.0,181.0,437111,PB000141,O09,50
PB000142_F06,10,HT29,97.0,129.0,328326,PB000142,F06,50
PB000142_E16,10,HT29,45.0,61.0,139311,PB000142,E16,50
PB000139_I06,10,HCT116,140.0,192.0,417156,PB000139,I06,50
PB000141_J14,10,HT29,103.0,137.0,331467,PB000141,J14,50
PB000139_E13,10,HT29,111.0,144.5,382689,PB000139,E13,50
PB000139_C21,10,HT29,51.0,71.5,164700,PB000139,C21,50
PB000137_J03,10,HCT116,156.0,206.0,478322,PB000137,J03,50
PB000137_E16,10,HCT116,141.0,190.0,408651,PB000137,E16,50
PB000142_K11,10,HT29,102.0,137.0,332606,PB000142,K11,50
PB000137_L18,10,HCT116,169.0,205.5,494913,PB000137,L18,50
PB000137_D12,10,HCT116,183.0,227.0,540618,PB000137,D12,50
PB000139_B04,10,HCT116,123.0,153.0,383126,PB000139,B04,50
PB000142_H17,10,HT29,43.0,58.0,150487,PB000142,H17,50
PB000142_B22,10,HT29,59.0,79.0,185367,PB000142,B22,50
PB000137_B22,10,HCT116,79.0,98.0,248209,PB000137,B22,50
PB000142_N15,10,HT29,96.0,126.0,324381,PB000142,N15,50
PB000139_O07,10,HCT116,100.0,123.5,317804,PB000139,O07,50
PB000137_C05,10,HCT116,178.0,221.0,554025,PB000137,C05,50
PB000142_L18,10,HT29,82.0,113.0,274667,PB000142,L18,50
PB000138_L07,10,HCT116,156.0,203.0,485337,PB000138,L07,50
PB000142_G02,10,HT29,3.0,3.0,11888,PB000142,G02,50
PB000140_B04,10,HCT116,91.0,111.0,282930,PB000140,B04,50
PB000137_J14,10,HCT116,172.0,220.0,527800,PB000137,J14,50
PB000138_H17,10,HCT116,25.0,28.0,80745,PB000138,H17,50
PB000140_E02,10,HCT116,183.0,232.0,570798,PB000140,E02,50
PB000137_M23,10,HCT116,163.0,211.0,520111,PB000137,M23,50
PB000141_N15,10,HT29,130.0,165.0,418426,PB000141,N15,50
PB000140_H12,10,HCT116,129.0,167.0,393186,PB000140,H12,50
PB000137_H10,10,HCT116,128.0,170.0,405778,PB000137,H10,50
PB000142_N04,10,HT29,102.0,138.5,328128,PB000142,N04,50
PB000137_L07,10,HCT116,122.0,156.0,386016,PB000137,L07,50
PB000140_H23,10,HT29,117.0,156.5,362750,PB000140,H23,50
PB000137_I21,10,HCT116,140.0,186.0,416283,PB000137,I21,50
PB000141_L07,10,HT29,74.0,103.0,257127,PB000141,L07,50
PB000139_O22,10,HT29,83.0,120.5,289975,PB000139,O22,50
PB000138_K11,11,HCT116,27.0,34.0,71918,PB000138,K11,55
PB000142_L07,11,HT29,54.0,77.0,183994,PB000142,L07,55
PB000140_N05,11,HCT116,167.0,214.0,510059,PB000140,N05,55
PB000140_O07,11,HCT116,141.0,186.0,446845,PB000140,O07,55
PB000140_E13,11,HT29,153.0,176.5,491656,PB000140,E13,55
PB000137_O09,11,HCT116,218.0,269.0,634466,PB000137,O09,55
PB000142_H10,11,HT29,76.0,96.0,240985,PB000142,H10,55
PB000141_I21,11,HT29,97.0,130.5,340679,PB000141,I21,55
PB000140_H23,11,HT29,125.0,158.0,393864,PB000140,H23,55
PB000137_L18,11,HCT116,149.0,205.0,460353,PB000137,L18,55
PB000138_F06,11,HCT116,162.0,205.5,481082,PB000138,F06,55
PB000137_E16,11,HCT116,129.0,171.0,369523,PB000137,E16,55
PB000138_O09,11,HCT116,36.0,40.0,105344,PB000138,O09,55
PB000142_H17,11,HT29,39.0,48.5,130268,PB000142,H17,55
PB000140_I17,11,HT29,113.0,143.0,383697,PB000140,I17,55
PB000137_N15,11,HCT116,147.0,194.0,465223,PB000137,N15,55
PB000137_M23,11,HCT116,170.0,219.0,511131,PB000137,M23,55
PB000140_N16,11,HT29,104.0,137.0,359106,PB000140,N16,55
PB000139_C10,11,HCT116,123.0,153.0,362301,PB000139,C10,55
PB000142_J14,11,HT29,84.0,121.5,292207,PB000142,J14,55
PB000138_N04,11,HCT116,4.0,6.0,9919,PB000138,N04,55
PB000138_M23,11,HCT116,185.0,237.0,544660,PB000138,M23,55
PB000140_O22,11,HT29,80.0,112.0,299105,PB000140,O22,55
PB000138_H17,11,HCT116,24.0,29.0,69695,PB000138,H17,55
PB000139_E13,11,HT29,118.0,146.0,378399,PB000139,E13,55
PB000141_F06,11,HT29,125.0,162.0,395493,PB000141,F06,55
PB000137_K11,11,HCT116,155.0,217.5,460282,PB000137,K11,55
PB000141_G13,11,HT29,125.0,159.0,393009,PB000141,G13,55
PB000142_C05,11,HT29,15.0,17.5,51062,PB000142,C05,55
PB000139_H12,11,HCT116,162.0,216.0,534310,PB000139,H12,55
PB000138_G02,11,HCT116,128.0,161.0,408190,PB000138,G02,55
PB000139_B15,11,HT29,119.0,155.5,386256,PB000139,B15,55
PB000137_J03,11,HCT116,143.0,178.0,432969,PB000137,J03,55
PB000142_O09,11,HT29,84.0,111.0,264594,PB000142,O09,55
PB000141_N15,11,HT29,129.0,154.0,399080,PB000141,N15,55
PB000140_G14,11,HT29,172.0,211.5,525109,PB000140,G14,55
PB000142_E16,11,HT29,42.0,61.5,138799,PB000142,E16,55
PB000141_E16,11,HT29,98.0,125.5,308091,PB000141,E16,55
PB000137_G13,11,HCT116,150.0,188.5,471625,PB000137,G13,55
PB000138_L18,11,HCT116,129.0,179.5,421424,PB000138,L18,55
PB000142_K11,11,HT29,92.0,119.0,303289,PB000142,K11,55
PB000141_C05,11,HT29,111.0,137.66666666666666,384063,PB000141,C05,55
PB000138_L07,11,HCT116,151.0,184.5,459371,PB000138,L07,55
PB000142_G02,11,HT29,6.0,7.0,24980,PB000142,G02,55
PB000139_G03,11,HCT116,149.0,192.0,475724,PB000139,G03,55
PB000140_B04,11,HCT116,76.0,96.0,255313,PB000140,B04,55
PB000142_N15,11,HT29,98.0,127.0,319025,PB000142,N15,55
PB000140_G03,11,HCT116,119.0,156.0,350036,PB000140,G03,55
PB000141_G02,11,HT29,111.0,142.33333333333334,361233,PB000141,G02,55
PB000139_I17,11,HT29,83.0,113.0,259027,PB000139,I17,55
PB000139_I06,11,HCT116,130.0,158.0,392751,PB000139,I06,55
PB000142_G13,11,HT29,98.0,130.0,333782,PB000142,G13,55
PB000138_G13,11,HCT116,179.0,232.0,530229,PB000138,G13,55
PB000141_D12,11,HT29,123.0,145.0,384084,PB000141,D12,55
PB000139_N05,11,HCT116,113.0,150.0,334953,PB000139,N05,55
PB000139_N16,11,HT29,105.0,138.0,342543,PB000139,N16,55
PB000140_K20,11,HT29,119.0,149.66666666666666,422633,PB000140,K20,55
PB000141_L18,11,HT29,116.0,145.0,375213,PB000141,L18,55
PB000137_H17,11,HCT116,150.0,210.0,478370,PB000137,H17,55
PB000137_L07,11,HCT116,116.0,145.0,341218,PB000137,L07,55
PB000141_M23,11,HT29,105.0,139.0,397070,PB000141,M23,55
PB000139_O22,11,HT29,87.0,111.0,281921,PB000139,O22,55
PB000138_F20,11,HCT116,179.0,218.0,513103,PB000138,F20,55
PB000141_H10,11,HT29,73.0,99.0,246155,PB000141,H10,55
PB000139_G14,11,HT29,120.0,161.0,396519,PB000139,G14,55
PB000137_J14,11,HCT116,183.0,225.0,536536,PB000137,J14,55
PB000138_E16,11,HCT116,179.0,225.0,522570,PB000138,E16,55
PB000138_D12,11,HCT116,200.0,241.0,565711,PB000138,D12,55
PB000139_H23,11,HT29,31.0,35.0,120760,PB000139,H23,55
PB000142_F20,11,HT29,91.0,127.0,297400,PB000142,F20,55
PB000137_F20,11,HCT116,174.0,222.0,489172,PB000137,F20,55
PB000142_B22,11,HT29,53.0,74.0,176305,PB000142,B22,55
PB000141_L07,11,HT29,78.0,104.0,257167,PB000141,L07,55
PB000140_H12,11,HCT116,135.0,176.0,409544,PB000140,H12,55
PB000139_B04,11,HCT116,131.0,167.0,404669,PB000139,B04,55
PB000137_B22,11,HCT116,91.0,115.0,292024,PB000137,B22,55
PB000139_K20,11,HT29,37.0,53.5,143976,PB000139,K20,55
PB000140_E02,11,HCT116,190.0,227.0,588113,PB000140,E02,55
PB000137_G02,11,HCT116,137.0,172.0,398645,PB000137,G02,55
PB000140_O18,11,HT29,107.0,138.0,381513,PB000140,O18,55
PB000138_C05,11,HCT116,135.0,168.0,428741,PB000138,C05,55
PB000142_J03,11,HT29,17.0,19.0,61083,PB000142,J03,55
PB000137_C05,11,HCT116,173.0,227.0,511353,PB000137,C05,55
PB000141_O09,11,HT29,143.0,182.0,449127,PB000141,O09,55
PB000139_C21,11,HT29,41.0,57.0,138653,PB000139,C21,55
PB000138_B22,11,HCT116,118.0,152.5,332763,PB000138,B22,55
PB000140_K09,11,HCT116,138.0,173.0,378740,PB000140,K09,55
PB000142_L18,11,HT29,80.0,103.0,273639,PB000142,L18,55
PB000139_O18,11,HT29,61.0,79.0,199371,PB000139,O18,55
PB000140_I06,11,HCT116,143.0,183.0,426051,PB000140,I06,55
PB000139_K09,11,HCT116,134.0,181.0,412539,PB000139,K09,55
PB000140_C10,11,HCT116,147.0,187.0,452445,PB000140,C10,55
PB000137_D12,11,HCT116,195.0,245.5,563047,PB000137,D12,55
PB000141_B22,11,HT29,6.0,7.0,18589,PB000141,B22,55
PB000138_N15,11,HCT116,164.0,213.0,484148,PB000138,N15,55
PB000142_N04,11,HT29,103.0,132.0,335178,PB000142,N04,55
PB000140_O11,11,HCT116,142.0,163.0,423303,PB000140,O11,55
PB000137_I21,11,HCT116,148.0,192.5,420411,PB000137,I21,55
PB000137_H10,11,HCT116,145.0,182.0,447072,PB000137,H10,55
PB000141_H17,11,HT29,122.0,150.0,364943,PB000141,H17,55
PB000138_J03,11,HCT116,131.0,157.5,387702,PB000138,J03,55
PB000141_J14,11,HT29,115.0,144.0,365003,PB000141,J14,55
PB000137_F06,11,HCT116,141.0,184.0,402592,PB000137,F06,55
PB000138_J14,11,HCT116,162.0,210.0,485030,PB000138,J14,55
PB000139_O11,11,HCT116,152.0,207.0,487642,PB000139,O11,55
PB000141_K11,11,HT29,117.0,136.0,365242,PB000141,K11,55
PB000138_I21,11,HCT116,133.0,165.0,401291,PB000138,I21,55
PB000142_I21,11,HT29,36.0,48.5,118342,PB000142,I21,55
PB000142_D12,11,HT29,118.0,153.5,400019,PB000142,D12,55
PB000138_H10,11,HCT116,171.0,222.0,495124,PB000138,H10,55
PB000139_O07,11,HCT116,108.0,136.0,350875,PB000139,O07,55
PB000140_B15,11,HT29,62.0,68.0,203393,PB000140,B15,55
PB000142_M23,11,HT29,80.0,99.0,271175,PB000142,M23,55
PB000142_F06,11,HT29,90.0,125.0,318065,PB000142,F06,55
PB000142_C05,12,HT29,13.0,15.0,40230,PB000142,C05,60
PB000139_G14,12,HT29,127.0,162.5,402281,PB000139,G14,60
PB000138_H17,12,HCT116,29.0,35.0,74597,PB000138,H17,60
PB000139_H23,12,HT29,26.0,32.0,101440,PB000139,H23,60
PB000139_O22,12,HT29,81.0,106.0,267022,PB000139,O22,60
PB000140_I06,12,HCT116,158.0,203.0,456529,PB000140,I06,60
PB000138_D12,12,HCT116,183.0,224.0,538210,PB000138,D12,60
PB000141_F06,12,HT29,130.0,159.0,385473,PB000141,F06,60
PB000139_C21,12,HT29,42.0,59.0,142674,PB000139,C21,60
PB000137_J03,12,HCT116,133.0,165.0,400029,PB000137,J03,60
PB000142_N04,12,HT29,84.0,113.0,300606,PB000142,N04,60
PB000142_L07,12,HT29,46.0,59.5,152460,PB000142,L07,60
PB000138_N15,12,HCT116,151.0,199.0,478653,PB000138,N15,60
PB000139_O11,12,HCT116,146.0,193.0,461636,PB000139,O11,60
PB000137_L07,12,HCT116,108.0,131.0,314959,PB000137,L07,60
PB000142_O09,12,HT29,84.0,109.0,261381,PB000142,O09,60
PB000141_C05,12,HT29,92.0,126.0,330023,PB000141,C05,60
PB000137_G02,12,HCT116,118.0,144.5,351400,PB000137,G02,60
PB000138_F06,12,HCT116,172.0,218.5,495929,PB000138,F06,60
PB000140_H12,12,HCT116,134.0,176.0,410221,PB000140,H12,60
PB000137_H10,12,HCT116,123.0,166.0,403724,PB000137,H10,60
PB000138_G02,12,HCT116,121.0,155.0,391386,PB000138,G02,60
PB000140_B15,12,HT29,63.0,75.0,193742,PB000140,B15,60
PB000140_O22,12,HT29,76.0,111.0,273949,PB000140,O22,60
PB000140_O07,12,HCT116,139.0,181.0,454765,PB000140,O07,60
PB000139_N05,12,HCT116,108.0,141.0,325633,PB000139,N05,60
PB000140_K09,12,HCT116,124.0,153.0,348115,PB000140,K09,60
PB000140_N05,12,HCT116,175.0,216.0,523452,PB000140,N05,60
PB000141_I21,12,HT29,90.0,126.0,315718,PB000141,I21,60
PB000142_I21,12,HT29,40.0,53.0,115809,PB000142,I21,60
PB000142_K11,12,HT29,89.0,115.0,294296,PB000142,K11,60
PB000137_F20,12,HCT116,163.0,206.0,457165,PB000137,F20,60
PB000140_E13,12,HT29,149.0,186.0,469337,PB000140,E13,60
PB000137_C05,12,HCT116,166.0,204.0,490667,PB000137,C05,60
PB000141_E16,12,HT29,89.0,124.0,264064,PB000141,E16,60
PB000142_G13,12,HT29,96.0,129.5,313508,PB000142,G13,60
PB000142_N15,12,HT29,81.0,103.0,273768,PB000142,N15,60
PB000140_H23,12,HT29,111.0,152.0,370061,PB000140,H23,60
PB000138_H10,12,HCT116,181.0,229.5,504170,PB000138,H10,60
PB000141_H17,12,HT29,118.0,150.0,356508,PB000141,H17,60
PB000141_O09,12,HT29,149.0,186.0,456127,PB000141,O09,60
PB000140_K20,12,HT29,123.0,159.0,406232,PB000140,K20,60
PB000142_F20,12,HT29,80.0,104.0,270162,PB000142,F20,60
PB000141_B22,12,HT29,5.0,5.0,17968,PB000141,B22,60
PB000142_H10,12,HT29,78.0,97.0,231963,PB000142,H10,60
PB000139_G03,12,HCT116,144.0,183.0,441144,PB000139,G03,60
PB000140_O18,12,HT29,99.0,136.0,350319,PB000140,O18,60
PB000138_C05,12,HCT116,123.0,155.0,389009,PB000138,C05,60
PB000139_O07,12,HCT116,110.0,142.0,356109,PB000139,O07,60
PB000139_E13,12,HT29,124.0,161.0,367497,PB000139,E13,60
PB000137_K11,12,HCT116,139.0,205.5,431231,PB000137,K11,60
PB000139_C10,12,HCT116,99.0,130.0,301064,PB000139,C10,60
PB000141_M23,12,HT29,102.0,138.66666666666666,367465,PB000141,M23,60
PB000138_O09,12,HCT116,34.0,42.0,99367,PB000138,O09,60
PB000142_J03,12,HT29,16.0,16.0,47382,PB000142,J03,60
PB000138_J14,12,HCT116,140.0,178.5,447350,PB000138,J14,60
PB000137_I21,12,HCT116,122.0,157.5,341142,PB000137,I21,60
PB000138_F20,12,HCT116,158.0,205.0,473392,PB000138,F20,60
PB000142_B22,12,HT29,57.0,76.0,175898,PB000142,B22,60
PB000141_K11,12,HT29,111.0,143.0,355055,PB000141,K11,60
PB000137_O09,12,HCT116,203.0,252.0,573048,PB000137,O09,60
PB000139_K20,12,HT29,37.0,45.0,125838,PB000139,K20,60
PB000140_I17,12,HT29,113.0,150.0,366658,PB000140,I17,60
PB000140_O11,12,HCT116,127.0,148.0,371911,PB000140,O11,60
PB000138_J03,12,HCT116,126.0,156.0,368060,PB000138,J03,60
PB000139_O18,12,HT29,52.0,69.0,173254,PB000139,O18,60
PB000138_L07,12,HCT116,154.0,201.0,449874,PB000138,L07,60
PB000141_G02,12,HT29,109.0,144.0,336176,PB000141,G02,60
PB000139_K09,12,HCT116,117.0,150.0,362029,PB000139,K09,60
PB000138_L18,12,HCT116,127.0,154.0,390470,PB000138,L18,60
PB000137_N15,12,HCT116,135.0,174.5,423952,PB000137,N15,60
PB000139_N16,12,HT29,104.0,142.0,355755,PB000139,N16,60
PB000138_E16,12,HCT116,169.0,220.0,508790,PB000138,E16,60
PB000138_B22,12,HCT116,100.0,121.0,285961,PB000138,B22,60
PB000139_H12,12,HCT116,169.0,228.0,539392,PB000139,H12,60
PB000141_L18,12,HT29,120.0,158.5,394339,PB000141,L18,60
PB000138_M23,12,HCT116,176.0,227.0,497094,PB000138,M23,60
PB000137_H17,12,HCT116,151.0,195.0,456119,PB000137,H17,60
PB000141_G13,12,HT29,121.0,155.5,380113,PB000141,G13,60
PB000137_B22,12,HCT116,83.0,110.0,258444,PB000137,B22,60
PB000139_B04,12,HCT116,130.0,164.5,379603,PB000139,B04,60
PB000140_C10,12,HCT116,144.0,184.0,433118,PB000140,C10,60
PB000140_G03,12,HCT116,116.0,141.5,334299,PB000140,G03,60
PB000141_D12,12,HT29,105.0,146.0,354676,PB000141,D12,60
PB000142_G02,12,HT29,10.0,12.0,49045,PB000142,G02,60
PB000140_E02,12,HCT116,178.0,224.0,523956,PB000140,E02,60
PB000138_G13,12,HCT116,151.0,192.0,470101,PB000138,G13,60
PB000141_H10,12,HT29,70.0,91.0,223024,PB000141,H10,60
PB000142_M23,12,HT29,70.0,91.0,248940,PB000142,M23,60
PB000137_M23,12,HCT116,173.0,225.0,516457,PB000137,M23,60
PB000140_B04,12,HCT116,78.0,107.0,245814,PB000140,B04,60
PB000142_L18,12,HT29,95.0,124.0,318678,PB000142,L18,60
PB000142_E16,12,HT29,41.0,56.0,128726,PB000142,E16,60
PB000141_N15,12,HT29,132.0,160.0,399869,PB000141,N15,60
PB000137_L18,12,HCT116,141.0,185.5,428817,PB000137,L18,60
PB000140_G14,12,HT29,170.0,214.0,524851,PB000140,G14,60
PB000142_J14,12,HT29,81.0,112.5,288813,PB000142,J14,60
PB000138_I21,12,HCT116,134.0,166.0,398521,PB000138,I21,60
PB000137_G13,12,HCT116,150.0,187.0,447704,PB000137,G13,60
PB000139_I17,12,HT29,71.0,100.0,231717,PB000139,I17,60
PB000137_E16,12,HCT116,118.0,153.0,342155,PB000137,E16,60
PB000141_L07,12,HT29,78.0,111.0,258074,PB000141,L07,60
PB000142_H17,12,HT29,34.0,41.5,105407,PB000142,H17,60
PB000139_B15,12,HT29,122.0,159.0,393453,PB000139,B15,60
PB000137_J14,12,HCT116,178.0,216.0,515239,PB000137,J14,60
PB000139_I06,12,HCT116,133.0,160.0,387231,PB000139,I06,60
PB000141_J14,12,HT29,97.0,126.0,325078,PB000141,J14,60
PB000142_D12,12,HT29,116.0,148.0,380351,PB000142,D12,60
PB000140_N16,12,HT29,110.0,140.5,357278,PB000140,N16,60
PB000137_D12,12,HCT116,173.0,213.0,526904,PB000137,D12,60
PB000142_F06,12,HT29,84.0,110.0,281602,PB000142,F06,60
PB000137_F06,12,HCT116,121.0,165.0,358123,PB000137,F06,60
PB000138_K11,12,HCT116,22.0,29.0,62504,PB000138,K11,60
